AVL, 1510000, 24, 18.9092, 2.95312, 2.56797
BST, 1510000, 49, 25.073, 3.35198, 3.39021
AVL, 1520000, 23, 18.9136, 2.91696, 2.46996
BST, 1520000, 49, 24.8038, 3.40662, 3.47571
AVL, 1530000, 24, 18.9372, 2.93147, 2.51239
BST, 1530000, 54, 27.0994, 3.36091, 3.43658
AVL, 1540000, 24, 18.9317, 2.92458, 2.67105
BST, 1540000, 48, 25.3475, 3.41074, 3.41024
AVL, 1550000, 24, 18.9779, 2.93365, 2.47897
BST, 1550000, 53, 25.3634, 3.40299, 3.46824
AVL, 1560000, 24, 18.9761, 2.93579, 2.4919
BST, 1560000, 48, 25.2564, 3.3437, 3.37814
AVL, 1570000, 24, 18.9531, 2.94541, 2.59381
BST, 1570000, 52, 26.1402, 3.4616, 3.42906
AVL, 1580000, 24, 19.0155, 2.94594, 2.49092
BST, 1580000, 49, 25.3956, 3.48421, 3.53815
AVL, 1590000, 24, 18.9958, 2.96604, 2.49989
BST, 1590000, 52, 26.2912, 3.3792, 3.44891
AVL, 1600000, 24, 19.0279, 2.99684, 2.57073
BST, 1600000, 49, 24.6338, 3.36585, 3.42852
AVL, 1610000, 24, 19.0928, 3.0732, 2.66836
BST, 1610000, 53, 25.3685, 3.38548, 3.45072
AVL, 1620000, 24, 19.0582, 3.00691, 2.52785
BST, 1620000, 47, 25.2958, 3.41696, 3.4912
AVL, 1630000, 24, 19.1136, 3.05255, 2.61876
BST, 1630000, 49, 25.476, 3.41178, 3.47981
AVL, 1640000, 24, 19.1005, 2.99425, 2.53365
BST, 1640000, 51, 25.7666, 3.42257, 3.55124
AVL, 1650000, 24, 19.1044, 3.0256, 2.55295
BST, 1650000, 52, 25.7348, 3.42827, 3.48054
AVL, 1660000, 24, 19.0572, 3.04223, 2.67106
BST, 1660000, 48, 25.9231, 3.41802, 3.52007
AVL, 1670000, 24, 19.0375, 3.01355, 2.62955
BST, 1670000, 51, 26.3299, 3.48817, 3.68694
AVL, 1680000, 24, 19.1157, 3.0051, 2.56403
BST, 1680000, 51, 26.3517, 3.45262, 3.45421
AVL, 1690000, 24, 19.07, 3.02783, 2.55988
BST, 1690000, 49, 25.2659, 3.44328, 3.4882
AVL, 1700000, 24, 19.0879, 2.99837, 2.57075
BST, 1700000, 51, 24.8592, 3.45806, 3.72684
AVL, 1710000, 24, 19.1896, 3.00981, 2.57411
BST, 1710000, 60, 27.5262, 3.52923, 3.56483
AVL, 1720000, 24, 19.1223, 3.02006, 2.64253
BST, 1720000, 52, 27.0137, 3.49925, 3.75026
AVL, 1730000, 24, 19.1239, 3.01537, 2.59056
BST, 1730000, 51, 24.9956, 3.62964, 3.70644
AVL, 1740000, 24, 19.1752, 3.03592, 2.59417
BST, 1740000, 53, 25.6491, 3.50193, 3.51035
AVL, 1750000, 24, 19.1492, 3.06516, 2.78275
BST, 1750000, 49, 25.2708, 3.47685, 3.50302
AVL, 1760000, 24, 19.1938, 3.18695, 2.70131
BST, 1760000, 50, 25.1465, 3.50197, 3.56635
AVL, 1770000, 24, 19.1565, 3.18255, 2.60964
BST, 1770000, 51, 25.5238, 3.51333, 3.65851
AVL, 1780000, 24, 19.1816, 3.13565, 2.60487
BST, 1780000, 53, 25.7097, 3.6403, 3.74791
AVL, 1790000, 24, 19.2903, 3.08821, 2.61625
BST, 1790000, 53, 27.245, 3.6762, 3.69395
AVL, 1800000, 24, 19.2045, 3.08743, 2.80426
BST, 1800000, 51, 26.386, 3.65906, 4.05911
AVL, 1810000, 24, 19.1876, 3.24408, 2.60506
BST, 1810000, 50, 25.7747, 3.55855, 3.90102
AVL, 1820000, 24, 19.216, 3.08707, 2.62692
BST, 1820000, 50, 26.5657, 3.59848, 3.8894
AVL, 1830000, 24, 19.2267, 3.09502, 2.63098
BST, 1830000, 53, 26.6851, 3.54889, 3.65178
AVL, 1840000, 24, 19.2417, 3.15499, 2.61967
BST, 1840000, 52, 24.9647, 3.51711, 3.58732
AVL, 1850000, 24, 19.2171, 3.16973, 2.63341
BST, 1850000, 48, 25.3324, 3.52981, 3.56686
